index,age,gender,dominant_race
/home/spendar/Desktop/fairness/real/R_FFHQ_02441.png,28,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02989.png,30,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_03286.png,23,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_03265.png,42,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_03333.png,26,Man,middle eastern
/home/spendar/Desktop/fairness/real/R_FFHQ_00493.png,26,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02874.png,30,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02747.png,26,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01132.png,42,Woman,indian
/home/spendar/Desktop/fairness/real/R_FFHQ_01984.png,29,Woman,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_01139.png,34,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02688.png,33,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01177.png,27,Man,black
/home/spendar/Desktop/fairness/real/R_FFHQ_01126.png,27,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_02952.png,30,Man,black
/home/spendar/Desktop/fairness/real/R_FFHQ_03463.png,31,Woman,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_00852.png,30,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_02679.png,34,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00564.png,30,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01796.png,24,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_03480.png,21,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_03213.png,25,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_03105.png,32,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01338.png,38,Woman,black
/home/spendar/Desktop/fairness/real/R_FFHQ_01099.png,35,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00230.png,20,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_01910.png,23,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02522.png,28,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01605.png,40,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01360.png,31,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_02558.png,24,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_03099.png,25,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00899.png,29,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_02916.png,36,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00437.png,25,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_03171.png,25,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_03234.png,25,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_02062.png,25,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02013.png,22,Woman,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_01112.png,27,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_01791.png,25,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_02738.png,32,Woman,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_01637.png,34,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_02188.png,23,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00398.png,28,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00347.png,31,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01915.png,37,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_00767.png,39,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_02992.png,23,Woman,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_01090.png,25,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01531.png,26,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02132.png,38,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01771.png,35,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_01227.png,31,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_03451.png,31,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02763.png,29,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01075.png,38,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00431.png,25,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02570.png,30,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_03340.png,31,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_00030.png,35,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02501.png,35,Woman,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_00985.png,35,Woman,indian
/home/spendar/Desktop/fairness/real/R_FFHQ_02196.png,32,Woman,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_00574.png,35,Woman,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_03075.png,27,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_02732.png,25,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_00896.png,28,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_03440.png,31,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01285.png,31,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02385.png,30,Woman,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_02153.png,30,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_01002.png,31,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02771.png,31,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_02101.png,30,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_01701.png,33,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02827.png,23,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_03114.png,30,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01682.png,29,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02650.png,23,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01239.png,29,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01202.png,36,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00644.png,26,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02136.png,33,Man,middle eastern
/home/spendar/Desktop/fairness/real/R_FFHQ_03325.png,24,Man,black
/home/spendar/Desktop/fairness/real/R_FFHQ_00231.png,29,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00824.png,28,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02894.png,28,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_01386.png,36,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_02674.png,32,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_03026.png,28,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01584.png,23,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01044.png,31,Woman,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_03420.png,34,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02427.png,31,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01377.png,27,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_02736.png,28,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_02864.png,30,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_01869.png,25,Man,black
/home/spendar/Desktop/fairness/real/R_FFHQ_00396.png,34,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02120.png,30,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00814.png,32,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01501.png,31,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00496.png,35,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00577.png,27,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02374.png,32,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01884.png,35,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01068.png,25,Man,black
/home/spendar/Desktop/fairness/real/R_FFHQ_02322.png,22,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_03379.png,24,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_01819.png,34,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01492.png,34,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_02699.png,25,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_02216.png,34,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02405.png,23,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01315.png,39,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00157.png,27,Man,middle eastern
/home/spendar/Desktop/fairness/real/R_FFHQ_00784.png,31,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_03332.png,27,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_02854.png,30,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_00242.png,25,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02495.png,34,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_02646.png,30,Woman,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_02544.png,36,Woman,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_02097.png,40,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_00922.png,35,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_00750.png,28,Woman,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_02298.png,33,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00777.png,32,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02950.png,29,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01392.png,37,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00843.png,21,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01868.png,29,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_00062.png,36,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01125.png,24,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02997.png,31,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02911.png,30,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_01218.png,25,Woman,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_03182.png,29,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_01389.png,28,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02975.png,36,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_00857.png,31,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_00903.png,23,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00559.png,23,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00525.png,29,Woman,black
/home/spendar/Desktop/fairness/real/R_FFHQ_01526.png,30,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02079.png,32,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01355.png,26,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02940.png,24,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_02530.png,23,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_01661.png,35,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01441.png,20,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00793.png,32,Man,black
/home/spendar/Desktop/fairness/real/R_FFHQ_00695.png,28,Man,black
/home/spendar/Desktop/fairness/real/R_FFHQ_02669.png,34,Man,black
/home/spendar/Desktop/fairness/real/R_FFHQ_02181.png,34,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01302.png,30,Woman,indian
/home/spendar/Desktop/fairness/real/R_FFHQ_01576.png,31,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_02265.png,29,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01864.png,22,Woman,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_03433.png,30,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00309.png,26,Woman,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_02872.png,25,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_00418.png,30,Man,black
/home/spendar/Desktop/fairness/real/R_FFHQ_00783.png,32,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_01975.png,36,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_03029.png,33,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02983.png,32,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00864.png,22,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_00214.png,31,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_00522.png,24,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02475.png,29,Man,indian
/home/spendar/Desktop/fairness/real/R_FFHQ_01710.png,29,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_02123.png,26,Man,middle eastern
/home/spendar/Desktop/fairness/real/R_FFHQ_01237.png,27,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02164.png,31,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01207.png,33,Woman,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_00848.png,39,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02497.png,31,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02836.png,22,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01509.png,39,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01586.png,30,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02758.png,39,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_03100.png,29,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_03369.png,32,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_03399.png,26,Man,middle eastern
/home/spendar/Desktop/fairness/real/R_FFHQ_03289.png,27,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00578.png,23,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00097.png,23,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00748.png,30,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02663.png,34,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00031.png,33,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01050.png,36,Man,middle eastern
/home/spendar/Desktop/fairness/real/R_FFHQ_02357.png,27,Man,middle eastern
/home/spendar/Desktop/fairness/real/R_FFHQ_01153.png,31,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_01098.png,26,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01649.png,26,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00277.png,27,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_00259.png,32,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01928.png,46,Man,middle eastern
/home/spendar/Desktop/fairness/real/R_FFHQ_00267.png,23,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_02141.png,31,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_02320.png,28,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02001.png,34,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_00740.png,25,Man,black
/home/spendar/Desktop/fairness/real/R_FFHQ_02802.png,25,Man,black
/home/spendar/Desktop/fairness/real/R_FFHQ_01213.png,24,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01885.png,29,Woman,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_01066.png,24,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_02292.png,38,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01867.png,43,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02817.png,47,Woman,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_00794.png,39,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_01091.png,39,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02917.png,27,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01170.png,39,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_03478.png,23,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_03354.png,25,Man,black
/home/spendar/Desktop/fairness/real/R_FFHQ_01739.png,27,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_03003.png,23,Man,black
/home/spendar/Desktop/fairness/real/R_FFHQ_02595.png,38,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_03312.png,33,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00915.png,32,Woman,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_02426.png,29,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00667.png,41,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_03062.png,28,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_00419.png,28,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02482.png,33,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02417.png,33,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00422.png,28,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02986.png,26,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02005.png,26,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00868.png,32,Woman,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_01358.png,32,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_03461.png,27,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01144.png,27,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01477.png,38,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00168.png,32,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_02476.png,23,Man,black
/home/spendar/Desktop/fairness/real/R_FFHQ_01069.png,33,Man,black
/home/spendar/Desktop/fairness/real/R_FFHQ_01191.png,33,Woman,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_00256.png,40,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01183.png,34,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01146.png,31,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_00115.png,22,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02626.png,51,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_00015.png,23,Man,middle eastern
/home/spendar/Desktop/fairness/real/R_FFHQ_01900.png,39,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00609.png,28,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_03200.png,29,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02131.png,32,Man,black
/home/spendar/Desktop/fairness/real/R_FFHQ_01221.png,28,Woman,middle eastern
/home/spendar/Desktop/fairness/real/R_FFHQ_00435.png,38,Man,indian
/home/spendar/Desktop/fairness/real/R_FFHQ_00801.png,27,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_03184.png,36,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01219.png,32,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00939.png,28,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_03445.png,31,Woman,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_02175.png,24,Man,middle eastern
/home/spendar/Desktop/fairness/real/R_FFHQ_02061.png,25,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00451.png,28,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_03101.png,27,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00823.png,33,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00809.png,31,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00911.png,28,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00629.png,32,Man,middle eastern
/home/spendar/Desktop/fairness/real/R_FFHQ_00516.png,32,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_03425.png,23,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_00133.png,27,Man,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_00752.png,29,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01781.png,27,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_00166.png,25,Woman,latino hispanic
/home/spendar/Desktop/fairness/real/R_FFHQ_00357.png,31,Man,asian
/home/spendar/Desktop/fairness/real/R_FFHQ_02398.png,25,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_03079.png,33,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_01563.png,48,Man,white
/home/spendar/Desktop/fairness/real/R_FFHQ_02152.png,27,Man,middle eastern
/home/spendar/Desktop/fairness/real/R_FFHQ_01921.png,35,Woman,white
/home/spendar/Desktop/fairness/real/R_FFHQ_03279.png,37,Man,white
